"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"129","Jonas Brodin","MIN","D","55","1133.6666666667","3","13","9","4","16","32.00","65","4.62","2.16","150","93","33","5","5","16","16","8","8","0","0","10","40","12","9","75","116","0","0","-"
"135","Phillip Danault","L.A, MTL","C","67","1055.0666666667","5","11","9","2","16","39.02","79","6.33","10.35","158","113","91","48","1","12","24","12","12","0","0","14","45","11","58","53","39","506","414","55.00"
"153","Zemgus Girgensons","T.B","C","66","977.21666666667","8","8","2","6","16","57.14","86","9.30","13.09","162","131","108","63","4","19","29","13","12","1","0","12","35","4","177","94","40","89","108","45.18"
"291","Andrew Mangiapane","CHI, EDM","L","59","741.76666666667","8","8","5","3","16","59.26","57","14.04","7.94","128","91","82","47","1","5","42","13","11","0","2","15","36","8","62","43","27","3","5","37.50"
"354","Jalen Chatfield","CAR","D","66","1330.6666666667","2","14","5","9","16","24.24","91","2.20","3.87","243","157","52","7","7","27","18","9","9","0","0","6","61","26","35","124","57","0","0","-"
"550","Matthew Robertson","NYR","D","64","1117.9333333333","5","11","5","6","16","39.02","74","6.76","2.82","198","121","49","1","2","19","36","18","18","0","0","4","46","9","96","116","73","0","0","-"
"618","Braden Schneider","NYR","D","74","1519.3","2","14","8","6","16","28.07","93","2.15","3.88","229","140","53","8","5","17","24","12","12","0","0","8","90","20","150","176","124","0","0","-"
"687","Alex Steeves","BOS","C","41","491.46666666667","9","7","3","4","16","59.26","52","17.31","6.91","106","83","62","26","1","5","32","8","5","2","1","10","22","9","140","52","27","3","4","42.86"
"723","Fedor Svechkov","NSH","C","62","743.91666666667","3","13","7","6","16","55.17","62","4.84","7.2","125","89","75","33","3","12","20","10","10","0","0","14","39","17","55","66","25","202","279","42.00"
"801","Adam Klapka","CGY","R","71","755.4","6","10","6","4","16","66.67","71","8.45","9.04","164","124","88","48","4","15","106","32","23","6","3","18","27","14","267","77","46","12","24","33.33"
"894","Michael Misa","S.J","C","34","438.53333333333","7","9","2","7","16","66.67","44","15.91","7.56","80","61","56","35","0","15","4","2","2","0","0","5","24","5","10","48","16","112","147","43.24"
"900","Max Shabanov","NYI","R","42","575.61666666667","4","12","7","5","16","57.14","55","7.27","5.72","111","83","65","18","0","5","2","1","1","0","0","5","33","11","24","48","14","0","2","0.00"
"24","Ryan McDonagh","T.B","D","40","772.08333333333","6","9","7","2","15","40.54","33","18.18","1.66","86","57","25","4","4","7","4","2","2","0","0","4","43","13","17","42","64","0","0","-"
"67","Brenden Dillon","N.J","D","73","1309.7","3","12","4","8","15","29.41","49","6.12","1.65","116","75","25","2","1","6","64","26","22","4","0","12","48","9","180","74","97","0","0","-"
"133","Connor Murphy","CHI, EDM","D","72","1236.45","5","10","2","8","15","39.47","64","7.81","2.62","146","97","38","6","2","9","64","23","17","6","0","15","59","16","74","150","118","0","0","-"
"163","Oskar Sundqvist","STL","C","49","639.13333333333","4","11","7","4","15","75.00","36","11.11","5.25","67","57","32","19","5","3","22","11","11","0","0","7","22","12","61","29","25","186","210","46.97"
"168","Adam Pelech","NYI","D","74","1554.3333333333","4","11","7","4","15","26.32","109","3.67","5.57","289","190","71","9","6","22","42","21","21","0","0","12","65","31","58","105","119","0","0","-"
"182","Ben Hutton","VGK","D","53","778.16666666667","6","9","3","6","15","38.46","69","8.70","2.88","140","89","32","7","2","16","19","8","7","1","0","9","42","18","24","109","51","0","0","-"
"207","Michael McCarron","MIN, NSH","C","71","1001.2333333333","6","9","4","5","15","68.18","96","6.25","13.81","179","151","95","65","3","21","91","31","23","7","1","25","35","23","193","93","71","481","438","52.34"
"209","Jason Dickinson","CHI, EDM","C","59","921.5","7","8","5","3","15","46.88","67","10.45","6.77","140","109","72","27","5","15","20","10","10","0","0","8","38","13","82","64","47","415","420","49.70"
"238","Conor Sheary","NYR","L","54","772.5","5","10","5","5","15","57.69","69","7.25","7.89","145","110","92","37","6","13","12","6","6","0","0","10","38","16","20","39","32","16","12","57.14"
"258","Kasperi Kapanen","EDM","R","33","475.98333333333","7","8","7","1","15","71.43","53","13.21","5.5","92","78","43","20","3","3","12","6","6","0","0","2","22","6","65","19","14","0","2","0.00"
"271","Warren Foegele","L.A, OTT","L","59","829.2","12","3","1","2","15","60.00","95","12.63","13.03","201","158","109","58","7","24","18","9","9","0","0","8","60","14","61","48","15","12","15","44.44"
"351","Steven Lorentz","TOR","C","64","746.05","5","10","5","5","15","60.00","59","8.47","7.13","103","85","60","29","3","13","12","2","1","0","1","4","31","16","131","55","43","50","52","49.02"
"422","Nicolas Hague","NSH","D","60","1195","3","12","5","7","15","35.71","56","5.36","3.43","165","92","42","7","2","23","47","19","16","3","0","7","44","15","75","111","53","0","0","-"
"528","Cole Koepke","WPG","L","57","574.56666666667","7","8","4","4","15","83.33","70","10.00","9.21","136","109","70","42","7","11","14","3","2","0","1","8","24","12","164","41","10","0","2","0.00"
"652","Hendrix Lapierre","WSH","C","69","594.03333333333","4","11","4","7","15","62.50","51","7.84","8.95","98","82","70","40","2","14","14","6","6","0","0","6","30","6","41","46","20","111","160","40.96"
"733","Ryker Evans","SEA","D","57","989.41666666667","8","7","3","4","15","28.30","42","19.05","1.78","99","61","20","3","1","10","36","17","17","0","0","9","42","6","38","96","61","0","0","-"
"781","Liam Ohgren","MIN, VAN","L","59","740.75","8","7","6","1","15","68.18","82","9.76","6.85","169","113","84","30","1","13","0","0","0","0","0","7","31","11","61","48","31","9","11","45.00"
"799","Ben Meyers","SEA","C","47","558.38333333333","7","8","5","3","15","68.18","57","12.28","6.97","108","84","60","34","2","14","14","4","2","2","0","7","26","11","55","50","13","172","147","53.92"
"813","Dominic James","T.B","C","43","526.18333333333","7","8","7","1","15","65.22","56","12.50","6.7","113","85","56","26","1","7","8","4","4","0","0","12","41","14","58","49","13","139","137","50.36"
"823","Max Sasson","VAN","C","60","696.45","11","4","3","1","15","68.18","55","20.00","6.87","100","83","61","32","3","10","22","11","11","0","0","4","35","11","27","51","34","120","166","41.96"
"855","Uvis Balinskis","FLA","D","54","884.05","5","10","5","5","15","37.50","66","7.58","3.53","131","83","45","6","5","13","30","15","15","0","0","14","33","23","71","69","42","0","0","-"
"875","Berkly Catton","SEA","C","56","722.11666666667","6","9","1","8","15","53.57","68","8.82","9.67","137","114","87","41","1","10","23","10","9","1","0","13","34","15","7","76","25","55","69","44.35"
"881","Matvei Gridin","CGY","R","29","425.75","5","10","6","4","15","65.22","56","8.93","5.72","114","83","49","17","4","11","2","1","1","0","0","4","36","5","9","21","21","2","13","13.33"
"101","Ondrej Palat","N.J, NYI","L","73","950.01666666667","5","9","6","3","14","30.43","79","6.33","11.37","162","128","112","59","5","14","14","6","6","0","0","14","39","12","120","85","63","6","8","42.86"
"148","Tanner Pearson","BUF, WPG","L","54","580.68333333333","7","7","4","3","14","60.87","52","13.46","5.92","99","78","46","18","7","9","27","12","11","1","0","5","26","6","69","29","26","4","16","20.00"
"162","Colton Parayko","STL","D","67","1498.1833333333","1","13","6","7","14","28.57","92","1.09","4.43","208","149","60","11","6","19","16","8","8","0","0","12","80","28","83","96","153","0","0","-"
"180","Vinnie Hinostroza","FLA, MIN","C","57","609.93333333333","5","9","4","5","14","63.64","58","8.62","7.35","117","94","63","31","1","14","27","8","6","1","1","11","44","16","33","39","22","22","24","47.83"
"202","Miles Wood","CBJ","L","46","564.08333333333","8","6","3","3","14","66.67","64","12.50","8.12","115","92","71","43","3","9","22","11","11","0","0","10","30","5","56","41","15","3","9","25.00"
"215","William Carrier","CAR","L","62","669.65","6","8","6","2","14","45.16","71","8.45","9.53","153","118","85","59","6","16","18","9","9","0","0","13","18","15","151","70","13","3","9","25.00"
"234","Ross Johnston","ANA","L","62","604.11666666667","3","11","6","5","14","51.85","33","9.09","4.97","72","57","46","26","1","7","107","25","11","11","3","12","34","5","192","43","16","5","6","45.45"
"263","Marcus Pettersson","VAN","D","72","1538.1833333333","1","13","3","10","14","27.45","59","1.69","4.05","160","114","34","7","4","12","60","27","25","2","0","9","78","14","70","138","120","0","0","-"
"286","Jake Middleton","MIN","D","67","1171.9166666667","1","13","7","6","14","32.56","57","1.75","2.89","133","86","38","7","3","12","64","22","16","6","0","15","43","10","82","55","101","0","0","-"
"340","Will Borgen","NYR","D","67","1217.15","5","9","5","4","14","29.17","66","7.58","2.32","165","93","36","5","2","13","37","17","16","1","0","12","55","15","101","119","91","0","0","-"
"350","Mason Appleton","DET","C","63","845.3","6","8","5","3","14","56.00","62","9.68","6.49","111","92","59","29","4","9","44","14","12","0","2","13","22","1","83","65","28","6","16","27.27"
"378","Andrew Peeke","BOS","D","69","1334.5","5","9","3","6","14","33.33","76","6.58","3.48","192","126","47","3","3","19","20","10","10","0","0","7","53","10","92","125","122","0","0","-"
"390","Samuel Girard","COL, PIT","D","52","936.36666666667","3","11","4","7","14","31.11","37","8.11","1.81","131","69","32","3","4","12","17","7","6","1","0","4","48","9","18","89","47","0","0","-"
"428","Michael Rasmussen","DET","C","61","780","6","8","6","2","14","73.68","64","9.38","9.55","130","102","77","42","3","13","8","4","4","0","0","6","27","10","62","58","57","127","145","46.69"
"449","Dylan Samberg","WPG","D","57","1238.5833333333","1","13","3","10","14","31.11","69","1.45","2.95","179","111","49","7","8","11","12","6","6","0","0","6","60","24","47","80","105","0","0","-"
"527","Paul Cotter","N.J","L","70","760.28333333333","8","6","2","4","14","73.68","55","14.55","7.97","129","96","70","37","7","15","17","7","6","1","0","17","25","7","175","90","18","59","53","52.68"
"548","Kirby Dach","MTL","C","32","441.53333333333","8","6","3","3","14","56.00","45","17.78","6.98","87","73","51","30","1","6","27","12","11","1","0","14","16","11","43","50","27","47","68","40.87"
"551","Kaedan Korczak","VGK","D","72","1168.25","3","11","6","5","14","28.57","55","5.45","3.13","145","87","49","11","1","14","24","12","12","0","0","7","84","11","94","131","92","0","0","-"
"553","Alex Turcotte","L.A","C","61","664.55","3","11","4","7","14","66.67","67","4.48","11.36","137","107","109","64","5","28","21","9","8","1","0","10","27","14","49","75","34","255","217","54.03"
"665","Wyatt Kaiser","CHI","D","69","1339.5","6","8","4","4","14","29.17","67","8.96","3.61","158","108","51","13","6","7","34","17","17","0","0","15","81","32","40","148","56","0","0","-"
"812","Nikita Grebenkin","PHI","R","55","620.76666666667","4","10","6","4","14","70.00","32","12.50","3.78","73","45","38","16","1","5","46","12","8","2","2","15","35","13","86","84","17","4","2","66.67"
"889","Igor Chernyshov","S.J","L","19","284.05","5","9","8","1","14","60.87","32","15.63","4.46","56","48","43","24","1","8","4","2","2","0","0","3","15","1","11","17","6","0","0","-"
"25","Lars Eller","OTT","C","59","674.15","4","9","6","3","13","46.43","61","6.56","7.31","107","80","79","38","4","15","12","6","6","0","0","8","30","10","46","62","32","292","230","55.94"
"36","Adam Henrique","EDM","C","57","754.56666666667","2","11","9","2","13","61.90","79","2.53","11.31","140","109","87","44","3","22","14","7","7","0","0","2","32","12","28","34","67","298","253","54.08"
"69","Radko Gudas","ANA","D","54","889.08333333333","2","11","5","6","13","36.11","63","3.17","2.2","169","101","28","6","4","23","45","14","10","3","1","7","43","8","160","63","88","0","0","-"
"87","Jeff Skinner","S.J","L","32","394.95","6","7","3","4","13","59.09","56","10.71","6.15","117","81","69","27","1","14","14","7","7","0","0","15","27","10","17","16","11","3","8","27.27"
"100","Colin Blackwell","DAL","C","63","746.88333333333","3","10","7","3","13","59.09","57","5.26","6.48","130","91","63","32","3","13","24","12","12","0","0","13","28","13","103","62","33","115","153","42.91"
"114","Scott Mayfield","NYI","D","72","1203.35","2","11","3","8","13","34.21","65","3.08","2.75","172","109","39","4","2","12","74","26","22","2","2","19","62","18","68","88","77","0","0","-"
"130","Jamie Oleksiak","SEA","D","70","1185.15","5","8","3","5","13","27.66","64","7.81","3.15","138","99","26","8","2","11","29","13","12","1","0","7","61","17","106","86","100","0","0","-"
"136","Vladislav Namestnikov","WPG","C","57","790.18333333333","7","6","4","2","13","59.09","71","9.86","10.92","140","107","93","48","3","20","28","8","7","0","1","10","44","8","71","51","36","82","124","39.81"
"193","Jonny Brodzinski","NYR","C","48","528.73333333333","6","7","3","4","13","86.67","53","11.32","8.3","126","92","66","32","2","17","12","6","6","0","0","8","20","12","37","29","18","40","34","54.05"
"203","Nick Paul","T.B","L","42","576.9","6","7","3","4","13","61.90","53","11.32","8","112","89","70","36","2","13","18","6","4","2","0","6","24","8","56","34","20","244","205","54.34"
"374","Beck Malenstyn","BUF","L","73","815.78333333333","6","7","5","2","13","50.00","66","9.09","8.63","125","99","73","43","3","16","36","11","8","2","1","18","33","11","253","105","70","9","13","40.91"
"399","Troy Stecher","EDM, TOR","D","58","1108.1666666667","3","10","4","6","13","30.23","61","4.92","3.38","153","96","39","5","3","13","20","10","10","0","0","4","70","12","26","116","73","0","0","-"
"478","Zach Whitecloud","CGY, VGK","D","69","1374.25","2","11","4","7","13","28.26","60","3.33","2.93","172","97","46","7","5","11","26","13","13","0","0","6","56","13","112","143","116","0","0","-"
"521","Tyler Tucker","STL","D","61","865.93333333333","3","10","3","7","13","30.95","61","4.92","2.59","140","86","37","4","3","6","81","25","17","7","1","21","48","12","90","92","44","0","0","-"
"646","Emil Andrae","PHI","D","53","822.53333333333","2","11","9","2","13","35.14","33","6.06","3","109","60","36","9","3","9","20","10","10","0","0","10","38","6","60","116","50","2","1","66.67"
"657","Tyson Foerster","PHI","R","21","366.3","10","3","2","1","13","61.90","41","24.39","4.34","75","59","43","13","2","7","18","5","4","0","1","1","11","8","20","24","18","1","1","50.00"
"681","Adam Wilsby","NSH","D","50","827.83333333333","1","12","7","5","13","43.33","50","2.00","3.22","112","75","40","11","2","10","29","13","12","1","0","3","42","14","21","68","39","0","0","-"
"700","Aatu Raty","VAN","C","56","672.25","4","9","5","4","13","65.00","52","7.69","7.83","120","98","72","31","4","10","22","11","11","0","0","5","28","10","139","30","10","380","246","60.70"
"785","Sam Rinzel","CHI","D","46","830.68333333333","3","10","5","5","13","32.50","74","4.05","3.8","181","115","51","3","2","14","40","16","15","0","1","5","60","12","41","64","54","0","0","-"
"824","Denver Barkey","PHI","C","36","480.91666666667","4","9","8","1","13","65.00","36","11.11","6.48","66","56","51","32","0","11","14","7","7","0","0","11","23","8","37","21","19","3","6","33.33"
"827","Gavin Brindley","COL","C","56","534.88333333333","6","7","3","4","13","52.00","62","9.68","8.79","109","91","77","34","2","14","8","4","4","0","0","10","20","5","37","79","15","13","21","38.24"
"838","Nick Lardis","CHI","L","33","404.65","8","5","2","3","13","81.25","44","18.18","5.32","100","78","52","14","0","5","8","4","4","0","0","4","12","5","45","27","10","1","1","50.00"
"10","Nick Foligno","CHI, MIN","L","48","604.66666666667","3","9","5","4","12","46.15","46","6.52","5.89","74","62","49","30","3","7","38","13","9","4","0","16","27","6","114","21","30","193","194","49.87"
"37","Gustav Nyquist","WPG","R","51","646.61666666667","1","11","6","5","12","54.55","62","1.61","7.54","115","86","68","25","2","13","10","5","5","0","0","5","25","12","28","36","19","8","12","40.00"
"57","Marcus Foligno","MIN","L","50","646.38333333333","7","5","2","3","12","70.59","59","11.86","7.88","98","86","63","37","6","9","58","19","14","4","1","12","24","9","158","41","41","9","11","45.00"
"61","Ben Chiarot","DET","D","73","1526.35","5","7","5","2","12","20.69","91","5.49","3.58","223","139","50","10","7","23","60","25","24","0","1","10","68","22","153","121","148","0","0","-"
"161","Matt Grzelcyk","CHI","D","69","1170.95","0","12","10","2","12","22.64","68","0.00","2.22","159","118","22","2","0","6","32","11","10","0","1","4","46","21","28","78","54","0","0","-"
"192","Carson Soucy","NYI, NYR","D","68","1126.9833333333","5","7","3","4","12","33.33","58","8.62","2.73","148","89","36","9","5","12","32","16","16","0","0","2","69","18","96","129","86","0","0","-"
"239","Trevor van Riemsdyk","WSH","D","60","950.05","2","10","2","8","12","35.29","37","5.41","3.06","94","59","35","12","3","11","16","8","8","0","0","6","43","16","10","57","82","0","0","-"
"296","Jonas Siegenthaler","N.J","D","73","1424.1166666667","0","12","3","9","12","27.91","56","0.00","3.21","153","90","45","15","2","13","46","16","13","2","1","5","84","21","90","137","116","0","0","-"
"367","Carl Grundstrom","PHI","R","43","512.16666666667","8","4","1","3","12","54.55","53","15.09","6.82","102","83","56","28","2","5","17","7","6","1","0","6","19","6","129","50","22","7","18","28.00"
"379","Tyson Jost","NSH","C","61","737.5","7","5","1","4","12","60.00","75","9.33","7.65","142","105","71","32","4","17","22","11","11","0","0","15","31","19","60","93","24","37","57","39.36"
"497","Ty Emberson","EDM","D","64","1002.75","2","10","3","7","12","36.36","40","5.00","1.2","102","54","24","2","1","9","21","8","7","1","0","3","47","12","93","170","102","0","0","-"
"540","Jonathan Aspirot","BOS","D","53","879.93333333333","3","9","2","7","12","22.22","37","8.11","1.8","105","70","21","5","1","13","41","16","13","3","0","7","46","8","80","114","71","0","0","-"
"568","Drew Helleson","ANA","D","54","931.05","2","10","3","7","12","29.27","36","5.56","1.39","118","59","30","3","1","11","20","10","10","0","0","4","41","24","57","94","75","0","0","-"
"659","Yan Kuznetsov","CGY","D","52","1048.1166666667","4","8","4","4","12","33.33","58","6.90","2.27","125","76","28","4","0","11","28","10","9","0","1","2","58","7","75","96","89","0","0","-"
"667","Ian Moore","ANA","D","58","815.96666666667","4","8","4","4","12","46.15","58","6.90","4.49","151","104","56","15","1","11","24","12","12","0","0","5","35","18","32","105","77","0","1","0.00"
"877","Sam Dickinson","S.J","D","61","1004.1166666667","1","11","3","8","12","27.91","65","1.54","3.85","168","105","48","12","1","10","18","9","9","0","0","3","74","15","63","107","59","0","0","-"
"140","Barclay Goodrow","S.J","C","71","803.8","5","6","2","4","11","61.11","60","8.33","9.68","113","87","66","39","7","12","71","19","13","3","3","11","33","11","115","56","54","15","22","40.54"
"151","Olli Määttä","CGY, UTA","D","34","533.71666666667","2","9","6","3","11","50.00","27","7.41","1.82","55","40","15","8","0","1","4","2","2","0","0","1","37","10","3","94","42","0","0","-"
"172","Teddy Blueger","VAN","C","25","413.33333333333","6","5","1","4","11","64.71","39","15.38","3.58","70","54","31","16","2","7","6","3","3","0","0","1","22","7","45","25","9","145","166","46.62"
"176","Brett Kulak","COL, EDM, PIT","D","73","1362.6166666667","1","10","4","6","11","22.00","81","1.23","2.97","192","113","41","8","3","21","34","17","17","0","0","3","55","11","16","78","96","0","0","-"
"236","Nathan Walker","STL","L","42","504.81666666667","4","7","4","3","11","55.00","36","11.11","4.8","68","57","43","28","0","6","26","11","11","0","0","7","22","3","161","43","32","51","44","53.68"
"325","Mathieu Joseph","L.A, STL","R","45","565.86666666667","2","9","3","6","11","68.75","33","6.06","4.89","76","60","48","32","0","11","4","2","2","0","0","11","25","13","99","47","30","5","13","27.78"
"345","Niko Mikkola","FLA","D","68","1384.1833333333","3","8","3","5","11","22.45","68","4.41","4.18","173","125","46","14","1","12","47","22","21","1","0","20","73","16","116","113","81","0","0","-"
"434","Jesper Boqvist","FLA","C","64","728.78333333333","3","8","4","4","11","57.89","51","5.88","7.03","116","89","47","25","2","9","16","8","8","0","0","17","49","6","130","62","29","32","78","29.09"
"445","Henri Jokiharju","BOS","D","38","678.01666666667","0","11","6","5","11","32.35","33","0.00","1.53","101","61","23","0","3","9","14","7","7","0","0","3","46","6","24","67","35","0","0","-"
"448","Timothy Liljegren","S.J, WSH","D","46","911.76666666667","1","10","7","3","11","29.73","37","2.70","2.2","111","69","32","6","1","9","29","13","12","1","0","7","49","9","38","83","87","0","0","-"
"488","Isac Lundeström","CBJ","C","60","742.46666666667","4","7","2","5","11","44.00","52","7.69","4.73","82","67","41","18","3","7","4","2","2","0","0","5","35","8","29","54","29","129","115","52.87"
"500","Oskar Bäck","DAL","C","64","777.55","5","6","2","4","11","44.00","37","13.51","6.6","72","57","52","35","1","8","10","5","5","0","0","8","31","12","25","77","34","25","29","46.30"
"502","Ty Dellandrea","S.J","C","42","604.95","2","9","7","2","11","68.75","44","4.55","5.38","86","64","49","28","1","6","18","9","9","0","0","17","24","7","117","52","36","267","244","52.25"
"542","Nico Sturm","MIN","C","46","500.68333333333","5","6","2","4","11","68.75","35","14.29","6.43","65","54","40","22","3","3","14","7","7","0","0","1","19","10","52","20","19","197","164","54.57"
"581","Jayden Struble","MTL","D","50","682.93333333333","1","10","5","5","11","35.48","18","5.56","1.22","72","37","23","3","1","9","42","14","11","2","1","6","45","9","90","52","20","0","0","-"
"660","Shakir Mukhamadullin","S.J","D","40","678.01666666667","4","7","3","4","11","37.93","39","10.26","1.53","92","56","25","4","0","6","14","7","7","0","0","3","50","6","27","67","52","0","0","-"
"805","Stephen Halliday","OTT","C","28","229.16666666667","4","7","5","2","11","78.57","30","13.33","3.42","51","40","35","22","0","5","2","1","1","0","0","2","15","2","28","27","8","24","38","38.71"
"30","Tyler Myers","DAL, VAN","D","68","1324.4166666667","1","9","4","5","10","24.39","83","1.20","4.2","184","127","50","10","4","17","44","22","22","0","0","13","68","20","79","77","106","0","0","-"
"171","Colton Sissons","VGK","C","58","711.8","5","5","2","3","10","66.67","65","7.69","7.51","118","97","71","38","5","14","19","8","7","1","0","9","28","11","83","51","41","329","250","56.82"
"183","Alexander Kerfoot","UTA","C","26","306.33333333333","5","5","3","2","10","90.91","23","21.74","2.4","46","35","24","12","3","3","23","9","8","1","0","3","19","4","23","38","21","67","65","50.76"
"224","Rasmus Ristolainen","PHI","D","36","760.98333333333","1","9","2","7","10","32.26","51","1.96","4.17","119","79","40","14","1","14","14","7","7","0","0","8","32","8","37","77","55","0","0","-"
"303","Erik Cernak","T.B","D","52","920.16666666667","2","8","3","5","10","25.64","41","4.88","2.07","98","63","25","5","0","5","70","23","19","2","2","6","41","11","99","76","83","0","0","-"
"318","Noah Juulsen","PHI","D","50","686.58333333333","1","9","3","6","10","35.71","26","3.85","1.07","82","46","25","2","1","10","15","6","5","1","0","6","47","10","101","103","44","0","0","-"
"323","Jeremy Lauzon","VGK","D","60","1039.3666666667","0","10","4","6","10","24.39","61","0.00","3.31","153","104","29","8","0","11","87","29","21","7","1","25","40","8","223","102","93","0","0","-"
"356","Rodrigo Abols","PHI","C","42","441.03333333333","3","7","4","3","10","71.43","43","6.98","5.73","88","66","51","26","2","9","22","8","6","2","0","7","14","11","50","39","24","158","145","52.15"
"380","Dante Fabbro","CBJ","D","66","1075.8333333333","5","5","4","1","10","37.04","62","8.06","2.11","156","93","25","1","2","22","29","13","12","1","0","11","51","16","62","122","107","0","0","-"
"467","Nick Perbix","NSH","D","71","1355.4833333333","3","7","2","5","10","20.83","72","4.17","4.44","169","106","55","6","3","11","20","10","10","0","0","4","83","19","31","66","79","0","0","-"
"512","Nils Lundkvist","DAL","D","47","775.35","3","7","4","3","10","27.78","45","6.67","2.01","119","68","22","3","4","12","16","8","8","0","0","5","46","7","26","98","44","0","0","-"
"529","Spencer Stastney","EDM, NSH","D","66","1023.2166666667","2","8","6","2","10","34.48","56","3.57","1.98","123","81","31","7","2","17","20","10","10","0","0","9","66","19","13","90","63","0","0","-"
"604","Max Crozier","T.B","D","34","543.9","1","9","4","5","10","43.48","44","2.27","1.65","98","62","19","4","3","10","40","13","10","2","1","6","18","5","39","74","31","0","0","-"
"614","Cole Smith","NSH, VGK","R","55","749.18333333333","6","4","3","1","10","50.00","61","9.84","10.72","127","101","91","59","4","14","40","17","15","2","0","10","19","13","147","76","15","6","13","31.58"
"623","Kaiden Guhle","MTL","D","33","644.46666666667","2","8","3","5","10","38.46","32","6.25","1.78","90","60","24","4","0","1","37","13","11","1","1","15","35","18","73","76","54","0","0","-"
"704","Colton Dach","CHI, EDM","C","56","635.2","3","7","3","4","10","66.67","52","5.77","6.99","120","94","71","32","4","19","47","15","11","3","1","15","28","13","195","63","27","26","45","36.62"
"740","Emil Lilleberg","T.B","D","41","694.2","3","7","3","4","10","25.64","37","8.11","2.18","81","61","20","5","0","5","49","20","17","3","0","12","32","6","71","83","37","0","0","-"
"742","Zakhar Bardakov","COL","C","56","400.63333333333","1","9","4","5","10","62.50","31","3.23","4.4","73","58","34","20","2","10","14","7","7","0","0","9","26","6","47","46","21","69","94","42.33"
"802","Pavol Regenda","S.J","L","22","299.83333333333","9","1","1","0","10","45.45","42","21.43","6.5","65","58","49","37","1","7","10","5","5","0","0","5","13","2","52","24","6","11","6","64.71"
"11","Jeff Petry","FLA, MIN","D","61","898.53333333333","0","9","6","3","9","25.71","51","0.00","2.86","146","87","35","5","4","12","22","11","11","0","0","0","50","6","62","108","58","0","0","-"
"80","Alex Petrovic","DAL","D","51","791.03333333333","2","7","5","2","9","27.27","56","3.57","2.41","118","70","28","1","1","10","47","13","10","1","2","3","42","9","83","104","77","0","0","-"
"112","Mike Reilly","CAR","D","38","568.06666666667","1","8","4","4","9","32.14","57","1.75","2.33","138","87","30","4","2","11","22","11","11","0","0","5","22","4","17","46","32","0","0","-"
"358","Ryan Lomberg","CGY","L","57","515.53333333333","4","5","4","1","9","64.29","53","7.55","5.06","99","85","46","16","0","6","59","14","7","5","2","14","18","3","129","33","17","5","8","38.46"
"365","Ryan Lindgren","SEA","D","68","1253.9666666667","2","7","4","3","9","20.00","44","4.55","2.78","140","83","47","7","3","13","58","22","19","2","1","13","76","15","40","77","110","0","1","0.00"
"391","Pierre-Luc Dubois","WSH","C, L","22","384.38333333333","4","5","2","3","9","64.29","33","12.12","4.95","67","50","37","19","1","6","9","3","2","1","0","10","23","5","18","21","12","146","155","48.50"
"400","Brandon Duhaime","WSH","L, R","74","813.81666666667","4","5","2","3","9","45.00","57","7.02","9.47","128","90","69","42","4","17","71","25","18","7","0","21","26","7","144","63","53","13","27","32.50"
"459","Neal Pionk","WPG","D","45","1026.2","3","6","4","2","9","20.93","87","3.45","3.68","196","127","35","1","0","9","23","10","9","1","0","7","50","13","96","60","70","0","0","-"
"494","Jesperi Kotkaniemi","CAR","C","37","406.01666666667","2","7","4","3","9","47.37","38","5.26","4.54","73","53","44","25","1","6","8","4","4","0","0","9","25","3","58","51","14","102","111","47.89"
"591","Albert Johansson","DET","D","73","1170.5333333333","2","7","3","4","9","27.27","54","3.70","2.67","156","91","39","7","2","9","14","7","7","0","0","12","52","21","53","111","88","0","0","-"
"596","Joel Kiviranta","COL","L","42","437.2","3","6","2","4","9","69.23","38","7.89","4.77","70","54","45","24","2","9","6","3","3","0","0","3","14","6","54","52","11","3","6","33.33"
"609","Nikita Nesterenko","ANA","C","29","355.45","1","8","6","2","9","75.00","31","3.23","3.62","69","47","37","17","2","5","8","3","3","0","0","4","14","1","53","12","8","11","17","39.29"
"645","Alexander Holtz","VGK","R","28","321.46666666667","3","6","2","4","9","64.29","30","10.00","5.19","71","53","40","23","1","6","10","4","4","0","0","1","20","1","29","28","11","3","11","21.43"
"674","Jeff Malott","L.A","L","55","490.28333333333","3","6","5","1","9","52.94","51","5.88","9.19","117","91","74","48","1","19","51","13","8","3","2","9","18","8","162","58","27","3","9","25.00"
"711","Logan Mailloux","STL","D","57","914.71666666667","3","6","3","3","9","34.62","65","4.62","2.89","151","96","32","11","4","15","42","18","16","2","0","10","59","14","78","110","49","0","0","-"
"739","Joel Nystrom","CAR","D","37","561.21666666667","1","8","6","2","9","39.13","43","2.33","1.5","121","63","34","6","1","19","6","3","3","0","0","1","31","5","9","58","21","0","0","-"
"806","Elias Pettersson","VAN","D","61","917.11666666667","2","7","1","6","9","33.33","41","4.88","1.52","121","73","30","5","2","7","28","10","9","0","1","13","59","14","113","83","77","0","0","-"
